695308 	8104 
337841 	5562 
361603 	5740 
502127 	6770 
630509 	7894 
336389 	5698 
466342 	6196 
654406 	7888 
441337 	6406 
572016 	7252 
372995 	6070 
441227 	6270 
507781 	6646 
470984 	6572 
514256 	6878 
362722 	5934 
440537 	6096 
643918 	7864 
598755 	7508 
607868 	7632 
461641 	6370 
417038 	6122 
377098 	5540 
362266 	5884 
432373 	6272 
531420 	6836 
643511 	7874 
503983 	6768 
563011 	7318 
377081 	5938 
563438 	7294 
342770 	5418 
501200 	6642 
600853 	7456 
487054 	6626 
432197 	6254 
606434 	7416 
371541 	5906 
607200 	7712 
411870 	6224 
497717 	6672 
576213 	7356 
382042 	5936 
450668 	6398 
374872 	5800 
365310 	5536 
344479 	5472 
327092 	5448 
466516 	6482 
322875 	5578 
358287 	5758 
447804 	6358 
351828 	5600 
639842 	7458 
683289 	8004 
602052 	7506 
467488 	6464 
327445 	5452 
665555 	7950 
647330 	7732 
605108 	7466 
492815 	6358 
684390 	7808 
612335 	7564 
454441 	6296 
382439 	5956 
637519 	8170 
442476 	6430 
524068 	6994 
600856 	7384 
535484 	7106 
580513 	7122 
417941 	6138 
306117 	5608 
498327 	6894 
402187 	6044 
627725 	7672 
511249 	6866 
692104 	8306 
417288 	6164 
594373 	7448 
469791 	6678 
510861 	6842 
397134 	6158 
448245 	6316 
654245 	7970 
330123 	5502 
694806 	8354 
685459 	8208 
375749 	5748 
697301 	8326 
324744 	5492 
478505 	6452 
465323 	6212 
481311 	6304 
645722 	7622 
593627 	7392 
683734 	8316 
614242 	7402 
371575 	5916 
694005 	8402 
652677 	7958 
374500 	5808 
350294 	5668 
394901 	5974 
429209 	6324 
632174 	7820 
421426 	5926 
496931 	6410 
433973 	5876 
554269 	7202 
640715 	7742 
354630 	5752 
395921 	6064 
342556 	5860 
612387 	7574 
473827 	6618 
600388 	7636 
341950 	5590 
366771 	5874 
537257 	7062 
503625 	6786 
471306 	6624 
653102 	7914 
417680 	6134 
683112 	8404 
617348 	7638 
665524 	7866 
685784 	8622 
647497 	7810 
412531 	5946 
572747 	7234 
417972 	5926 
360866 	5930 
416699 	6188 
416710 	6102 
407330 	5924 
508719 	6638 
389850 	6042 
361044 	5802 
463744 	6584 
459723 	6314 
303388 	5960 
475868 	6510 
460282 	6462 
567928 	6960 
425868 	6298 
544396 	7108 
445454 	6350 
685572 	8170 
456784 	6480 
467594 	6556 
340137 	5622 
672466 	7972 
616585 	7492 
652118 	7874 
698335 	8368 
357452 	5800 
659601 	7836 
674074 	8124 
369779 	5726 
509149 	6920 
404900 	6106 
665076 	7952 
478852 	6552 
334178 	5518 
679918 	7896 
456889 	6314 
326467 	5466 
515156 	6544 
564972 	7266 
527045 	7020 
690521 	8362 
501665 	6438 
453523 	6234 
639377 	8100 
359294 	5656 
494227 	6694 
667994 	7910 
666615 	8104 
450354 	6514 
354818 	5782 
439327 	6456 
598480 	7342 
653026 	8140 
588271 	7202 
485960 	6534 
473474 	6466 
460452 	6470 
400785 	6132 
422218 	6352 
376417 	5892 
519412 	6804 
416726 	6196 
614363 	7396 
697856 	8502 
686673 	8378 
629215 	7672 
308623 	5488 
456620 	6496 
390130 	5944 
682837 	7956 
336044 	5582 
369334 	5794 
605200 	7438 
427067 	6146 
382312 	5874 
689219 	8084 
305461 	5620 
662615 	7926 
317182 	5506 
632129 	7676 
390083 	6022 
309910 	5620 
645752 	8008 
545149 	6884 
332543 	5512 
677966 	8198 
630305 	7712 
434569 	6254 
475672 	6364 
384407 	6098 
350230 	6050 
520598 	6702 
511966 	6854 
679645 	7892 
649974 	7762 
305768 	5706 
393641 	5978 
615654 	7616 
371127 	5872 
350679 	5762 
684193 	8204 
397319 	6194 
688808 	8316 
533166 	7028 
386877 	6044 
654352 	7784 
592558 	7534 
393846 	6008 
507314 	6836 
311767 	5624 
527150 	6856 
398756 	6390 
390815 	5834 
636261 	7668 
368734 	5814 
534633 	7068 
564578 	7302 
335235 	5806 
359425 	5794 
676862 	8266 
365026 	5642 
310020 	5870 
429787 	6550 
599663 	7540 
398694 	6036 
307855 	5482 
504637 	6932 
318995 	5694 
506245 	6770 
684743 	8122 
642141 	7762 
635581 	7626 
419229 	6084 
618903 	7728 
433261 	6276 
412079 	5990 
594747 	7566 
480056 	6728 
637107 	7642 
456865 	6476 
698564 	8338 
302100 	5936 
332944 	5718 
524013 	6670 
404887 	6178 
368288 	5698 
662043 	8216 
403688 	5908 
345901 	5690 
379196 	5872 
428407 	6306 
448977 	6254 
579835 	7404 
526872 	7004 
488110 	6664 
654225 	7948 
378404 	5774 
427651 	6244 
385833 	5898 
466373 	6476 
420286 	6272 
607237 	7576 
511067 	6724 
399079 	5930 
636070 	7932 
508506 	6704 
633892 	7830 
594731 	7244 
452602 	6504 
462959 	6418 
538050 	7198 
369918 	5842 
385175 	6032 
625244 	7678 
548396 	6906 
332875 	5576 
377985 	5728 
523548 	6756 
684964 	8354 
640800 	7726 
384608 	5660 
643475 	7892 
505203 	6786 
515216 	6652 
461626 	6558 
334180 	5722 
626598 	7894 
349444 	5556 
568323 	7188 
450255 	6328 
674477 	7970 
574456 	7210 
402808 	6376 
307080 	5578 
582662 	7426 
322893 	5516 
473055 	6498 
405935 	5980 
377912 	5950 
585900 	7456 
501118 	6718 
355927 	5558 
686248 	8452 
473186 	6566 
491627 	6526 
442896 	6286 
417818 	6078 
502957 	6568 
488015 	6576 
522254 	6932 
385345 	5948 
332242 	5660 
609560 	7500 
622072 	7676 
655637 	7992 
625649 	7706 
337480 	5736 
446917 	6392 
367173 	6038 
656160 	8030 
523069 	7038 
345936 	5736 
382142 	6166 
473862 	6666 
556981 	7210 
566628 	7368 
585990 	7520 
508668 	6782 
318026 	5602 
591935 	7554 
351513 	5838 
368379 	5650 
580161 	7320 
390812 	5998 
383847 	6128 
309199 	5692 
417466 	6076 
522116 	7002 
402178 	5900 
667611 	8068 
515526 	6888 
672000 	8168 
680257 	8146 
449291 	6306 
427828 	6358 
647049 	7934 
609246 	7660 
696315 	8196 
410885 	6084 
539352 	7126 
680893 	8310 
367791 	5764 
310398 	5784 
463810 	6466 
391231 	5966 
554051 	7016 
684523 	8272 
678519 	7942 
489017 	6770 
454127 	6380 
429048 	6226 
513653 	6728 
300416 	5876 
330933 	5610 
313800 	5770 
635423 	7724 
312089 	5484 
521596 	7062 
370380 	5994 
661455 	7964 
530326 	7024 
480233 	6628 
310151 	5664 
325875 	5684 
692825 	8224 
690542 	8100 
619824 	7626 
315418 	5682 
406651 	5874 
547985 	6986 
363186 	5700 
343483 	5636 
564120 	7090 
504532 	6656 
658603 	8078 
555638 	6858 
561718 	7160 
313758 	5862 
502388 	6836 
431597 	6116 
534855 	6988 
647568 	7722 
625484 	7664 
628496 	7782 
336384 	5488 
412976 	6214 
414107 	5978 
524016 	6778 
470098 	6494 
469822 	6454 
